FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4123,Fire Investigations,F 01,87,8793,Fire Marshal,Annual,3,1,$90024.00,$270072.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4123,Fire Investigations,F 01,87,8793,Fire Marshal,Annual,2,1,$56304.00,$112608.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4123,Fire Investigations,3 00,80,8790,Commanding Fire Marshal,Annual,1,1,$157776.00,$157776.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4123,Fire Investigations,F 6B,87,8787,Assistant Commanding Fire Marshal - EMT,Annual,1,1,$137382.00,$137382.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4123,Fire Investigations,BX 13,10,918,Photographic Specialist,Annual,1,1,$47532.00,$47532.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4123,Fire Investigations,B 10,1,302,Administrative Assistant II,Annual,1,1,$66948.00,$66948.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4123,Fire Investigations,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$1128.00,$1128.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4121,Labor Relations,3 00,80,8765,Deputy Chief of Employee Relations,Annual,1,1,$157776.00,$157776.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4121,Labor Relations,BX 17,20,1331,Labor Relations Supervisor,Annual,1,1,$85008.00,$85008.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4121,Labor Relations,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$3486.00,$3486.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4124,Administration,1 00,89,9702,Deputy Fire Commissioner,Annual,1,1,$187680.00,$187680.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4124,Administration,F 06,80,8725,Commander,Annual,1,1,$133188.00,$133188.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4124,Administration,B 13,1,308,Staff Assistant,Annual,1,1,$84420.00,$84420.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,1 00,9,9679,Deputy Commissioner,Annual,1,1,$141192.00,$141192.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,3 00,89,8764,Deputy District Chief,Annual,1,1,$156360.00,$156360.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,3 00,0,8759,Assistant Director of Personnel Services,Annual,1,1,$106848.00,$106848.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,S 08,37,3763,Nurse Practitioner,Annual,2,1,$87432.00,$174864.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,S 08,37,3763,Nurse Practitioner,Annual,1,1,$83196.00,$83196.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,S 04,37,3603,Occupational Health Nurse,Annual,1,1,$92736.00,$92736.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,1 00,9,3348,Medical Director,Annual,1,1,$148284.00,$148284.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,BX 16,20,1304,Supervisor of Personnel Services,Annual,1,1,$102348.00,$102348.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,B 13,1,1301,Administrative Services Officer I,Annual,2,1,$70092.00,$140184.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,B 13,1,1301,Administrative Services Officer I,Annual,1,1,$50676.00,$50676.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,B 10,1,831,Personal Computer Operator III,Annual,1,1,$38376.00,$38376.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,G 06,4,638,Programmer/Analyst,Annual,1,1,$93264.00,$93264.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,3 00,10,629,Principal Programmer/Analyst,Annual,1,1,$102672.00,$102672.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,B 10,1,431,Clerk IV,Annual,1,1,$70092.00,$70092.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,B 10,1,431,Clerk IV,Annual,2,1,$38376.00,$76752.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,B 13,1,308,Staff Assistant,Annual,1,1,$84420.00,$84420.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,B 12,1,303,Administrative Assistant III,Annual,1,1,$66948.00,$66948.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,B 12,1,303,Administrative Assistant III,Annual,1,1,$46188.00,$46188.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$2722.00,$2722.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4128,Training,F 5B,87,8813,Lieutenant - EMT - Assigned as Training Instructor,Annual,1,1,$136794.00,$136794.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4128,Training,F 5B,87,8813,Lieutenant - EMT - Assigned as Training Instructor,Annual,1,1,$128826.00,$128826.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4128,Training,F 5B,87,8813,Lieutenant - EMT - Assigned as Training Instructor,Annual,1,1,$124968.00,$124968.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4128,Training,3 00,89,8763,District Chief,Annual,1,1,$170112.00,$170112.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4128,Training,B 13,1,308,Staff Assistant,Annual,1,1,$50676.00,$50676.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4130,Administration,1 00,89,9702,Deputy Fire Commissioner,Annual,1,1,$187680.00,$187680.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4130,Administration,F 05,87,8745,Ambulance Commander,Annual,1,1,$128970.00,$128970.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4130,Administration,F 6B,80,8726,Commander - EMT,Annual,1,1,$149502.00,$149502.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4130,Administration,G 06,4,638,Programmer/Analyst,Annual,1,1,$92388.00,$92388.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4130,Administration,B 13,1,308,Staff Assistant,Annual,1,1,$80568.00,$80568.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4130,Administration,B 12,1,303,Administrative Assistant III,Annual,1,1,$70092.00,$70092.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4130,Administration,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$936.00,$936.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4133,Support and Logistics-EMS,3 00,80,8734,Assistant Deputy Chief Paramedic,Annual,1,1,$156360.00,$156360.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4133,Support and Logistics-EMS,U 09,53,6331,Senior Storekeeper,Annual,1,1,$58224.00,$58224.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,2 0,53,9532,Stores Laborer,Hourly,2,1,$40.20,$167232.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 3A,87,8819,Firefighter - Per Arbitrators Award - Paramedic,Annual,2,1,$112854.00,$225708.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 3A,87,8819,Firefighter - Per Arbitrators Award - Paramedic,Annual,1,1,$102228.00,$102228.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 4B,87,8811,Lieutenant - EMT,Annual,2,1,$121818.00,$243636.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 1B,87,8801,Firefighter - EMT,Annual,4,1,$103272.00,$413088.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 1B,87,8801,Firefighter - EMT,Annual,4,1,$99324.00,$397296.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 1B,87,8801,Firefighter - EMT,Annual,1,1,$95484.00,$95484.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 1B,87,8801,Firefighter - EMT,Annual,3,1,$92274.00,$276822.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,3 00,80,8784,Coordinator of Air Mask Services,Annual,1,1,$157776.00,$157776.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,3 00,89,8763,District Chief,Annual,1,1,$170112.00,$170112.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 05,87,8737,Captain,Annual,1,1,$128970.00,$128970.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 04,87,8735,Lieutenant,Annual,2,1,$114846.00,$229692.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 04,87,8735,Lieutenant,Annual,1,1,$107790.00,$107790.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 3A,87,8733,Fire Engineer,Annual,1,1,$103932.00,$103932.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 3A,87,8733,Fire Engineer,Annual,1,1,$97440.00,$97440.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 3A,87,8733,Fire Engineer,Annual,1,1,$70980.00,$70980.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 01,87,8731,Firefighter,Annual,2,1,$97386.00,$194772.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 01,87,8731,Firefighter,Annual,6,1,$93666.00,$561996.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 01,87,8731,Firefighter,Annual,4,1,$90024.00,$360096.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 01,87,8731,Firefighter,Annual,1,1,$87006.00,$87006.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 01,87,8731,Firefighter,Annual,1,1,$84054.00,$84054.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,F 01,87,8731,Firefighter,Annual,1,1,$56304.00,$56304.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,R 15,36,6733,Supervising Air Mask Technician,Annual,1,1,$101544.00,$101544.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,R 14,36,6732,Senior Air Mask Technician,Annual,3,1,$92556.00,$277668.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,R 14,36,6732,Senior Air Mask Technician,Annual,1,1,$84384.00,$84384.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,B 12,1,303,Administrative Assistant III,Annual,1,1,$76932.00,$76932.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,B 10,1,302,Administrative Assistant II,Annual,1,1,$38376.00,$38376.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,1 00,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,$2207.00,$2207.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,1 00,89,9702,Deputy Fire Commissioner,Annual,1,1,$187680.00,$187680.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,3 00,10,8879,Chief Fire Prevention Engineer,Annual,1,1,$114552.00,$114552.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,G 08,4,8877,Fire Prevention Engineer,Annual,1,1,$110064.00,$110064.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,3 00,89,8763,District Chief,Annual,1,1,$170112.00,$170112.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,F 3A,87,8749,Paramedic-In-Charge,Annual,1,1,$103932.00,$103932.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,F 06,80,8725,Commander,Annual,1,1,$140970.00,$140970.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,B 13,1,308,Staff Assistant,Annual,1,1,$80568.00,$80568.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,B 13,1,308,Staff Assistant,Annual,1,1,$50676.00,$50676.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,B 12,1,303,Administrative Assistant III,Annual,1,1,$84420.00,$84420.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,B 12,1,303,Administrative Assistant III,Annual,1,1,$73440.00,$73440.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,B 12,1,303,Administrative Assistant III,Annual,1,1,$46188.00,$46188.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4144,Administration,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$3615.00,$3615.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4146,Inspections,F 5P,87,8818,Captain - Paramedic,Annual,1,1,$140040.00,$140040.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4146,Inspections,F 5B,87,8817,Captain - EMT,Annual,4,1,$136794.00,$547176.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4146,Inspections,F 4P,87,8812,Lieutenant - Paramedic,Annual,5,1,$124728.00,$623640.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4146,Inspections,F 4P,87,8812,Lieutenant - Paramedic,Annual,1,1,$117030.00,$117030.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4146,Inspections,F 4B,87,8811,Lieutenant - EMT,Annual,3,1,$121818.00,$365454.00
Local,59,CHICAGO FIRE DEPARTMENT,100,CORPORATE FUND,1005,Chicago Fire Department,2005,Chicago Fire Department,3112,Fire Prevention,4146,Inspections,F 4B,87,8811,Lieutenant - EMT,Annual,8,1,$117996.00,$943968.00
