Purchase Order (Contract) Number,Revision Number,Specification Number,Contract Type,Approval Date,Department,Vendor Name,Vendor ID,Address 1,City,State,Zip,Award Amount
31986,4,129425,DELEGATE AGENCY,1/4/17,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO METROPOLITAN BATTERED WOMEN'S NETWORK,93237117V,WOMENS NETWORK      (EFT),CHICAGO,IL,60601,"$44,598.00 "
43724,0,257964,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,CENTERS FOR NEW HORIZONS 01,15427701H,4150 S KING DRIVE EFT,CHICAGO,IL,60653,"$44,806.00 "
43866,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,INDO AMERICAN CENTER,22446116Z,6328 N CALIFORNIA AVE # 1,CHICAGO,IL,60659,"$45,000.00 "
43834,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,ELEVARTE COMMUNITY STUDIO,94315856A,1119 W CULLERTON ST,CHICAGO,IL,60608,"$45,000.00 "
44211,0,300532,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,A SAFE HAVEN FOUNDATION,93145610H,2750 W ROOSEVELT ROAD EFT,CHICAGO,IL,60608,"$45,000.00 "
43653,0,300538,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHILD LINK INC.,93231148T,1100 W CERMAK ROAD EFT,CHICAGO,IL,60608,"$45,000.00 "
43980,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,K.L.E.O. COMMUNITY FAMILY LIFE CENTER,75317018T,119 E GARFIELD BLVD FL 1ST,CHICAGO,IL,60637,"$45,000.00 "
43651,0,300538,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,64901347X,721 N LA SALLE DR  5 FL N STE,CHICAGO,IL,60610,"$45,000.00 "
43663,0,300538,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,UNIVERSAL FAMILY CONNECTION,3750627Z,1350 W 103RD ST,CHICAGO,IL,60643,"$45,000.00 "
43676,0,300555,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,LAWNDALE CHRISTIAN LEGAL CENTER,94731274A,1530 S HAMLIN AVE,CHICAGO,IL,60623,"$45,000.00 "
43661,0,300538,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,"SGA YOUTH & FAMILY SERVICES, NFP",63437745V,11 E ADAMS ST STE 1500,CHICAGO,IL,60603,"$45,000.00 "
51279,0,300538,DELEGATE AGENCY,2/7/17,DEPT OF FAMILY AND SUPPORT SERVICES,PRIMO CENTER FOR WOMEN AND CHILDREN,33063126A,4241 W WASHINGTON BLVD,CHICAGO,IL,60624,"$45,000.00 "
43854,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,H.O.P.E. ORGANIZATION,99782633L,9231 S COTTAGE GROVE AVENUE EFT,CHICAGO,IL,60618,"$45,000.00 "
31293,1,129401,DELEGATE AGENCY,1/4/17,DEPT OF FAMILY AND SUPPORT SERVICES,CENTRO ROMERO,31314366X,6216 N CLARK ST,CHICAGO,IL,60660,"$45,000.00 "
55472,0,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,URBAN INITIATIVES INC NFP,10193506,650 WEST LAKE STREET,CHICAGO,IL,60661,"$45,000.00 "
44024,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,100038336P,801 N DEARBORN ST,CHICAGO,IL,60610,"$45,000.00 "
54283,0,135100,DELEGATE AGENCY,3/1/17,DEPT OF FAMILY AND SUPPORT SERVICES,CHAPIN HALL CENTER FOR CHILDREN,93971428P,6054 S DREXEL AVE,CHICAGO,IL,60637,"$45,000.00 "
44006,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,R.B.C. COMMUNITY SERVICE CENTR,31326835V,1159 W 51ST ST,CHICAGO,IL,60609,"$46,000.00 "
31425,1,129401,DELEGATE AGENCY,1/4/17,DEPT OF FAMILY AND SUPPORT SERVICES,MUJERES LATINAS EN ACCION,23296996L,2823 W 17TH ST,CHICAGO,IL,60608,"$46,000.00 "
29578,9,116349,CONSTRUCTION-GENERAL,2/7/17,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$46,582.80 "
37796,2,189844,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,UCAN,93262454H,3737 N MOZART ST,CHICAGO,IL,60618,"$47,371.00 "
49625,0,257964,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,INSTITUTE FOR LATINO PROGRESS DBA INSTITUTO DEL PROGRESO LATINO,27936877M,2570 S BLUE ISLAND AVENUE EFT,CHICAGO,IL,60608,"$47,500.00 "
31432,1,129401,DELEGATE AGENCY,1/4/17,DEPT OF FAMILY AND SUPPORT SERVICES,ST PIUS V PARISH/CASA JUAN CASA JUAN DIEGO,9187779L,1919 S ASHLAND AVE,CHICAGO,IL,60608,"$47,508.00 "
55612,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,ALTERNATIVE SCHOOLS NETWORK,8509307T,1807 W SUNNYSIDE AVE STE 1D,CHICAGO,IL,60640,"$48,300.00 "
55874,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,COMMON GROUND FOUNDATION INC,56436026,47 WEST POLK STREET - #172,CHICAGO,IL,60605,"$48,300.00 "
55772,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,PROJECT SIMEON 2000,10212268,820 WEST 89TH STREET,CHICAGO,IL,60620,"$48,300.00 "
55790,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,YOUNG MEN'S EDUCATIONAL NETWK,31324480H,2230 S AVERS AVE,CHICAGO,IL,60623,"$48,300.00 "
55314,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,"GARY COMER YOUTH CENTER, INC.",94781128E,7200 S INGLESIDE AVE,CHICAGO,IL,60619,"$48,300.00 "
55597,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,BETTER BOYS FOUNDATION,9372171H,1512 S PULASKI RD,CHICAGO,IL,60623,"$48,300.00 "
55764,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,UNION LEAGUE BOYS AND GIRLS CLUBS,6663965T,65 W JACKSON BLVD,CHICAGO,IL,60604,"$48,300.00 "
55268,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,CATHOLIC CHARITIES OF CHICAGO,85240411Z,721 N LASALLE STREET EFT,CHICAGO,IL,60610,"$48,300.00 "
55771,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO COMM. IN SCHLS,31315435T,815 W VAN BUREN ST STE 300,CHICAGO,IL,60607,"$48,300.00 "
55318,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,YOUTH ADVOCATE PROGRAM INC.,94198071L,2007 N 3RD ST,HARRISBURG,PA,17108,"$48,300.00 "
55595,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,TEAMWORK ENGLEWOOD,46806107T,815 W 63RD ST,CHICAGO,IL,60621,"$48,300.00 "
55601,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,DMI INFORMATION PROCESSING CENTER,95098645E,5090 W HARRISON EFT,CHICAGO,IL,60644,"$48,300.00 "
55613,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,UCAN,93262454H,3737 N MOZART ST,CHICAGO,IL,60618,"$48,300.00 "
55606,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,CHILDREN'S HOME & AID SOCIETY OF ILLINOIS,93427732E,125 S WACKER DR FL 14TH  EFT,CHICAGO,IL,60606-4475,"$48,300.00 "
55603,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,WESTSIDE HEALTH AUTHORITY,22686520T,ATTN: BUSINESS OFFICE/J. REED,CHICAGO,IL,60651,"$48,300.00 "
55602,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,UNIVERSAL FAMILY CONNECTION 01,15928878E,1350 W 103RD STREET EFT ST,CHICAGO,IL,60643,"$48,300.00 "
55266,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,ALLIANCE FOR COMMUNITY PEACE,31336167H,509 W ELM ST  BSMT,CHICAGO,IL,60610,"$48,300.00 "
55126,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,ERIE NEIGHBORHOOD HOUSE,9137861Z,1347 W ERIE ST,CHICAGO,IL,60622,"$48,300.00 "
55608,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,"SPARK PROGRAM, INC.",94732687T,223 W JACKSON BLVD,CHICAGO,IL,60606,"$48,300.00 "
55763,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,UNIVERSIDAD POPULAR/CENTRO LAT,93332351Z,2801 S HAMLIN AVENUE EFT,CHICAGO,IL,60623,"$48,300.00 "
55272,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,OPTIONS FOR YOUTH,94310604H,5234 S BLACKSTONE AVE,CHICAGO,IL,60615,"$48,300.00 "
55872,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,CIRCLE FOUNDATION,10215154,17 NORTH STATE STREET,CHICAGO,IL,60602,"$48,300.00 "
55315,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,SOUTH SHORE DRILL TEAM & PERFORMING ARTS ENSEMBLE,93360981X,7218 S SOUTH CHICAGO AVENUE EFT,CHICAGO,IL,60619,"$48,300.00 "
55614,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,"SINAI COMMUNITY INSTITUTE, INC.",31321008Z,2653 W OGDEN AVE,CHICAGO,IL,60608,"$48,300.00 "
55317,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,THE SALVATION ARMY,13923821L,5040 N PULASKI RD STE 6,CHICAGO,IL,60630,"$48,300.00 "
55270,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,CENTERS FOR NEW HORIZONS 01,15427701H,4150 S KING DRIVE EFT,CHICAGO,IL,60653,"$48,300.00 "
55596,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,"CENTRAL STATES SER, JOBS FOR PROGRESS, INC.",95146946X,3948 W 26TH ST,CHICAGO,IL,60623,"$48,300.00 "
55598,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,"BREAKTHROUGH URBAN MINISTRIES, INC.",94722896V,402 N ST LOUIS AVENUE EFT,CHICAGO,IL,60624,"$48,300.00 "
55615,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,B.U.I.L.D. INCORPORATED,93734476Z,5100 W HARRISON ST,CHICAGO,IL,60644,"$48,300.00 "
55600,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,100038336P,801 N DEARBORN ST,CHICAGO,IL,60610,"$48,300.00 "
55607,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,"MIKVA CHALLENGE GRANT FOUNDATION, INC. DBA MIKVA CHALLENGE",93805436E,332 S MICHIGAN AVE,CHICAGO,IL,60604,"$48,300.00 "
55766,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,COMMUNITY YOUTH DEVELOPMENT IN,28435122E,7836 S UNION EFT,CHICAGO,IL,60620,"$48,300.00 "
55611,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,CIRCESTEEM INC,96113116H,4730 N SHERIDAN RD,CHICAGO,IL,60640,"$48,300.00 "
55604,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,LAWRENCE HALL,6993090V,4833 N FRANCISCO AVE,CHICAGO,IL,60625,"$48,300.00 "
55599,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,Marillac St. Vincent Family Services Inc DBA St. Vincent DePaul Center,97791861L,212 S FRANCISCO AVENUE EFT,CHICAGO,IL,60612,"$48,300.00 "
55767,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,LEPENSEUR YOUTH FAM. SERVICES,31322822T,8550 S MANISTEE EFT,CHICAGO,IL,60617-3152,"$48,300.00 "
55594,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,K.L.E.O. COMMUNITY FAMILY LIFE CENTER,75317018T,119 E GARFIELD BLVD FL 1ST,CHICAGO,IL,60637,"$48,300.00 "
55319,0,300532,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,"SGA YOUTH & FAMILY SERVICES, NFP",63437745V,11 E ADAMS ST STE 1500,CHICAGO,IL,60603,"$48,300.00 "
34919,0,131248A,COMMODITIES,3/2/16,DEPARTMENT OF POLICE,LEGEND & WHITE ANIMAL HEALTH,88870998Z,105 SCHELTER RD # 204,LINCOLNSHIRE,IL,60069,"$48,435.00 "
50160,0,91147,DELEGATE AGENCY,3/9/17,DEPT OF COMMUNITY DEVELOPMENT,BICKERDIKE REDEVELOPMENTCORPORATION CORP,3676876H,2550 W NORTH AVE FL 2ND,CHICAGO,IL,60647,"$48,750.00 "
35220,0,162589,COMPTROLLER-OTHER,2/8/16,DEPARTMENT OF CULTURAL AFFAIRS,YOUNG CHICAGO AUTHORS,58568601A,1180 N MILWAUKEE AVE FL 2ND,CHICAGO,IL,60642,"$50,000.00 "
40893,0,223631,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,BICKERDIKE REDEVELOPMENTCORPORATION CORP,3676876H,2550 W NORTH AVE FL 2ND,CHICAGO,IL,60647,"$50,000.00 "
32201,41,128567,CONSTRUCTION-AVIATION,6/7/16,DEPT OF AVIATION,"OAKLEY CONSTRUCTION CO., INC.",15149245V,7815-7819 S CLAREMONT AVE,CHICAGO,IL,60620,"$50,000.00 "
44974,0,269903,COMPTROLLER-OTHER,8/12/16,DEPT OF COMMUNITY DEVELOPMENT,18TH STREET. DEVELOPMENT. CORP.,3905060L,1839 S CARPENTER ST,CHICAGO,IL,60608,"$50,000.00 "
40901,0,223710,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,SARAH'S CIRCLE,99253746H,4750 N SHERIDAN RD # 220,CHICAGO,IL,60640,"$50,000.00 "
34919,1,131248A,COMMODITIES,11/2/16,DEPARTMENT OF POLICE,LEGEND & WHITE ANIMAL HEALTH,88870998Z,105 SCHELTER RD # 204,LINCOLNSHIRE,IL,60069,"$50,000.00 "
43695,0,300547,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,PUERTO RICAN ARTS ALLIANCE,5107026E,3000 N ELBRIDGE AVE,CHICAGO,IL,60618,"$50,000.00 "
43656,0,300538,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,HISPANIC AMERICAN PROFESSIONAL SERVICES NFP,96825879Z,3265 W ARMITAGE AVE,CHICAGO,IL,60647,"$50,000.00 "
43983,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,LITTLE BLACK PEARL WORKSHOP,11988272E,4200 S DREXEL BLVD,CHICAGO,IL,60653,"$50,000.00 "
43677,0,300555,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,"SGA YOUTH & FAMILY SERVICES, NFP",90455112P,11 E ADAMS STREET EFT,CHICAGO,IL,60603,"$50,000.00 "
43739,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO TRAINING CENTER,99409088M,2411 W GARFIELD BOULEVARD EFT,CHICAGO,IL,60680,"$50,000.00 "
43836,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,ENLACE CHICAGO,86155245M,DEV. CORP.,CHICAGO,IL,60623,"$50,000.00 "
43679,0,300555,DELEGATE AGENCY,2/2/17,DEPT OF FAMILY AND SUPPORT SERVICES,UNIVERSAL FAMILY CONNECTION,3750627Z,1350 W 103RD ST,CHICAGO,IL,60643,"$50,000.00 "
43831,0,257964,DELEGATE AGENCY,2/2/17,DEPT OF FAMILY AND SUPPORT SERVICES,"CHINESE MUTUAL AID ASSOCIATION, INC.",6989228M,1016 W ARGYLE ST FL 1ST,CHICAGO,IL,60640,"$50,000.00 "
51183,0,121713,DELEGATE AGENCY,3/10/17,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,BUSINESS.PARTNERS-CHAMBERFORUPTOWN FOR UPTOWN,57953668P,4753 N BROADWAY STE 822,CHICAGO,IL,60640,"$50,000.00 "
51200,0,121713,DELEGATE AGENCY,3/3/17,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,GREATER SOUTHWEST DEVELOPMENTCORPORATION. CORP,15055418E,2601 W 63RD STREET EFT ST,CHICAGO,IL,60629,"$50,000.00 "
51121,0,121713,DELEGATE AGENCY,3/3/17,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,LOCAL FIRST CHICAGO NFP,58599216A,1946 W POTOMAC AVE # 2W,CHICAGO,IL,60622,"$50,000.00 "
51202,0,121713,DELEGATE AGENCY,3/3/17,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,GREATER SOUTHWEST DEVELOPMENTCORPORATION. CORP,15055418E,2601 W 63RD STREET EFT ST,CHICAGO,IL,60629,"$50,000.00 "
51143,0,121713,DELEGATE AGENCY,3/1/17,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,ROGERS PARK BUSINESS ALLIANCE,91093013Z,1557 W HOWARD ST,CHICAGO,IL,60626,"$50,000.00 "
51167,0,121713,DELEGATE AGENCY,2/2/17,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,BELMONT-CENTRAL CHAMBER OF COMMERCE,25942644P,3250 N CENTRAL AVE,CHICAGO,IL,60634,"$50,520.00 "
34929,7,132199,CONSTRUCTION-AVIATION,12/12/16,DEPT OF AVIATION,ALDRIDGE ELECTRIC INC,25940976T,844 E ROCKLAND ROAD EFT,LIBERTYVILLE,IL,60048,"$51,263.30 "
31449,2,127299,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,CATHOLIC CHARITIES OF CHICAGO,85240411Z,721 N LASALLE STREET EFT,CHICAGO,IL,60610,"$51,750.00 "
43769,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,"CHICAGO YOUTH BOXING CLUB, INC.",94141280Z,2300 S MILLARD AVE,CHICAGO,IL,60623,"$52,000.00 "
32358,2,131729,DELEGATE AGENCY,2/2/16,DEPT OF FAMILY AND SUPPORT SERVICES,PHALANX FAMILY SERVICES,85554962P,4628 W WASHINGTON BLVD,CHICAGO,IL,60644,"$52,422.00 "
43833,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,DMI INFORMATION PROCESSING CENTER,95098645E,5090 W HARRISON EFT,CHICAGO,IL,60644,"$52,650.00 "
34929,10,132199,CONSTRUCTION-AVIATION,2/10/17,DEPT OF AVIATION,ALDRIDGE ELECTRIC INC,25940976T,844 E ROCKLAND ROAD EFT,LIBERTYVILLE,IL,60048,"$53,203.50 "
31288,1,129401,DELEGATE AGENCY,1/4/17,DEPT OF FAMILY AND SUPPORT SERVICES,BETWEEN FRIENDS,85244322M,2301 W HOWARD ST FL 1ST,CHICAGO,IL,60645,"$53,500.00 "
34014,1,123990,CONSTRUCTION-GENERAL,12/9/16,CHICAGO DEPARTMENT OF TRANSPORTATION,PAN AMERICAN CONSTRUCTIONS CO INC,31341965E,1517 S KOLMAR AVE,CHICAGO,IL,60623,"$53,900.00 "
26975,5,112233,DELEGATE AGENCY,10/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,"METROPOLITAN ASIAN FAMILY SERVICES, INC.",7486962X,7541 N WESTERN AVE,CHICAGO,IL,60645,"$53,949.00 "
32353,7,123883,CONSTRUCTION-LARGE $3MILLIONorABOVE,5/11/16,CHICAGO DEPARTMENT OF TRANSPORTATION,R.W. DUNTEMAN CO.,31376754P,PO BOX 1129,ADDISON,IL,60101,"$54,000.00 "
43837,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,ERIE NEIGHBORHOOD HOUSE,9137861Z,1347 W ERIE ST,CHICAGO,IL,60622,"$54,000.00 "
30252,15,111631,CONSTRUCTION-LARGE $3MILLIONorABOVE,7/12/16,DEPARTMENT OF WATER MANAGEMENT,JAY DEE CONTRACTORS INC,22927450Z,38881 SCHOOL CRAFT RD,LIVONIA,MI,48150,"$54,600.00 "
26660,20,106943,CONSTRUCTION-LARGE $3MILLIONorABOVE,2/1/17,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$54,680.00 "
33958,3,133688,CONSTRUCTION-AVIATION,12/3/16,DEPT OF AVIATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$54,715.50 "
44229,0,300532,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,THE BLACK STAR PROJECT,99253730Z,3509 S MARTIN LUTHER KING DRIVE EFT,CHICAGO,IL,60653,"$55,000.00 "
42625,0,244114,COMPTROLLER-OTHER,7/11/16,OFFICE OF BUDGET & MANAGEMENT,GREEN START MOVEMENT NFP,93176205A,300 N STATE ST,CHICAGO,IL,60610,"$55,550.00 "
21085,12,40762C,COMMODITIES,6/6/16,COMM ON ANIMAL CARE & CONTROL,LEGEND & WHITE ANIMAL HEALTH,88870998Z,105 SCHELTER RD # 204,LINCOLNSHIRE,IL,60069,"$55,800.00 "
23954,109,24508A,CONSTRUCTION-GENERAL,5/12/16,CHICAGO DEPARTMENT OF TRANSPORTATION,WALSH CONSTRUCTION COMPANY OF ILL,15792481T,929 W ADAMS STREET EFT,CHICAGO,IL,60607,"$58,000.00 "
32992,5,128812,CONSTRUCTION-LARGE $3MILLIONorABOVE,2/8/17,CHICAGO DEPARTMENT OF TRANSPORTATION,ACURA INC,93225537L,556 COUNTY LINE ROAD EFT,BENSENVILLE,IL,60106,"$58,000.00 "
43662,0,300538,DELEGATE AGENCY,3/1/17,DEPT OF FAMILY AND SUPPORT SERVICES,THE SALVATION ARMY,13923821L,5040 N PULASKI RD STE 6,CHICAGO,IL,60630,"$58,000.00 "
43986,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,MAJOR ADAMS COMMUNITY COMMITTEE,93472740L,125 N HOYNE AVENUE EFT,CHICAGO,IL,60612,"$58,200.00 "
43710,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,BLOCK CLUB FEDERATION,95235430L,3320 W HIRSCH ST,CHICAGO,IL,60651,"$58,233.00 "
50188,0,91147,DELEGATE AGENCY,3/3/17,DEPT OF COMMUNITY DEVELOPMENT,"CHINESE MUTUAL AID ASSOCIATION, INC.",6989228M,1016 W ARGYLE ST FL 1ST,CHICAGO,IL,60640,"$58,500.00 "
32201,21,128567,CONSTRUCTION-AVIATION,1/8/16,DEPT OF AVIATION,"OAKLEY CONSTRUCTION CO., INC.",15149245V,7815-7819 S CLAREMONT AVE,CHICAGO,IL,60620,"$58,628.60 "
43992,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,NEIGHBORHOOD BOYS & GIRLS CLUB,31302180A,2501 W IRVING PARK RD,CHICAGO,IL,60618,"$59,000.00 "
23954,126,24508A,CONSTRUCTION-GENERAL,2/6/17,CHICAGO DEPARTMENT OF TRANSPORTATION,WALSH CONSTRUCTION COMPANY OF ILL,15792481T,929 W ADAMS STREET EFT,CHICAGO,IL,60607,"$59,006.10 "
31374,2,129414,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,CENTER FOR CHANGING LIVES,1047758,1955 NORTH SAINT LOUIS AVENUE   (EFT),CHICAGO,IL,60647,"$59,236.00 "
23954,125,24508A,CONSTRUCTION-GENERAL,2/3/17,CHICAGO DEPARTMENT OF TRANSPORTATION,WALSH CONSTRUCTION COMPANY OF ILL,15792481T,929 W ADAMS STREET EFT,CHICAGO,IL,60607,"$59,544.70 "
41077,5,170333,CONSTRUCTION-AVIATION,3/2/17,DEPT OF AVIATION,THE LANE CONSTRUCTION CORPORATION,56316021,611 WEST JEFFERSON STREET,SHOREWOOD,IL,60404,"$59,732.90 "
34354,0,151094,DELEGATE AGENCY,2/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,WHITE CRANE WELLNESS CENTER,93332253E,1657 W FOSTER AVENUE EFT,CHICAGO,IL,60640,"$60,000.00 "
39070,0,129376,DELEGATE AGENCY,5/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,COMMUNITIES UNITED,57076474,4749 N. KEDZIE AVE,CHICAGO,IL,60625,"$60,000.00 "
44010,0,257964,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,"SOUTH CENTRAL COMMUNITY SERVICES, INC.",99253710V,8316 S ELLIS AVENUE EFT,CHICAGO,IL,60619,"$60,000.00 "
44001,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,COMMUNITIES UNITED,57076474,4749 N. KEDZIE AVE,CHICAGO,IL,60625,"$60,000.00 "
43709,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,BEYOND THE BALL NFP,94659818P,2657 S LAWNDALE AVE,CHICAGO,IL,60623,"$60,000.00 "
43706,0,257964,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,B.U.I.L.D. INCORPORATED,93734476Z,5100 W HARRISON ST,CHICAGO,IL,60644,"$60,000.00 "
31424,1,129425,DELEGATE AGENCY,1/4/17,DEPT OF FAMILY AND SUPPORT SERVICES,SARAH'S INN,93350716P,309 HARRISON STREET EFT,OAK PARK,IL,60340,"$60,000.00 "
